0,0,1,0.3333333333333333,0,1,1,0.42553191489361697,1,0,0,0.7499999999999998,0,1,0,0.6666666666666666,7846
0,0,0,0.0,1,0,0,0.723404255319149,0,0,0,0.0,0,0,0,0.0,34141
0,0,0,0.0,1,0,0,0.5957446808510638,1,0,0,0.3749999999999999,0,0,0,0.0,32605
0,1,1,0.6666666666666667,1,1,0,0.723404255319149,1,0,0,0.5416666666666665,1,1,0,0.3333333333333333,2
0,0,0,0.0,0,0,1,0.7872340425531915,0,0,0,0.0,0,0,0,0.0,91881
0,0,0,0.0,0,1,1,0.1702127659574468,0,0,0,0.0,0,0,0,0.0,109918
0,0,0,0.0,0,1,0,0.7021276595744681,0,0,0,0.0,0,0,0,0.0,1027
0,0,0,0.0,1,1,0,0.5319148936170213,0,0,0,0.0,0,0,0,0.0,32605
0,0,0,0.0,0,1,1,0.23404255319148937,1,0,0,0.6249999999999999,1,0,0,1.0,82540
0,0,0,0.0,0,1,1,0.23404255319148937,0,0,0,0.0,0,0,0,0.0,109918
1,1,0,0.2222222222222222,1,0,0,0.9148936170212766,1,1,0,0.3749999999999999,1,0,0,0.6666666666666666,65515
0,0,0,0.0,0,0,0,0.0,0,1,1,0.8333333333333331,0,0,0,0.0,8630
0,1,1,0.1111111111111111,0,1,1,0.7659574468085106,1,0,0,0.7916666666666664,0,0,0,0.0,86659
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.3333333333333333,70008
0,1,1,0.5555555555555556,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,14905
0,0,0,0.0,0,0,0,0.0,0,1,1,0.5416666666666665,0,0,0,0.0,29240
0,0,0,0.0,0,0,0,0.0,0,0,1,0.29166666666666663,0,0,0,0.0,54336
0,0,0,0.0,1,0,0,0.4680851063829787,1,1,0,0.8749999999999998,1,1,0,0.3333333333333333,32605
0,0,0,0.0,1,1,0,0.2127659574468085,0,0,0,0.0,0,0,0,0.0,32605
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,1.0,138802
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.6666666666666666,72515
1,1,0,0.1111111111111111,0,1,1,0.3191489361702127,1,0,0,0.33333333333333326,0,0,0,0.0,36673
0,1,1,0.6666666666666667,0,1,0,0.8297872340425532,1,0,0,0.7916666666666664,0,1,0,0.6666666666666666,40
1,1,0,0.7777777777777777,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,135820
0,1,1,0.7777777777777777,0,0,1,0.5531914893617021,1,1,0,0.29166666666666663,0,0,0,0.0,2555
0,0,0,0.0,0,0,0,0.0,0,0,1,0.04166666666666666,0,0,0,0.0,72838
0,0,0,0.0,0,1,1,0.6382978723404256,1,0,0,0.24999999999999994,0,0,1,0.3333333333333333,13100
0,0,0,0.0,0,0,1,0.9787234042553191,0,0,0,0.0,1,0,0,1.0,2127
1,1,0,1.0,0,1,0,0.6808510638297872,0,0,0,0.0,0,0,1,0.3333333333333333,139
0,0,0,0.0,1,1,0,0.3404255319148936,0,0,0,0.0,0,0,0,0.0,32605
1,1,0,0.7777777777777777,1,0,0,0.9787234042553191,0,0,0,0.0,0,0,0,0.0,134034
0,0,1,0.4444444444444444,0,0,1,0.7659574468085106,0,1,1,0.12499999999999997,0,1,0,0.6666666666666666,12291
1,0,0,0.7777777777777777,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,135820
1,0,0,0.4444444444444444,0,0,1,0.574468085106383,0,1,1,0.33333333333333326,1,1,0,0.6666666666666666,34899
1,1,0,0.4444444444444444,0,0,1,0.23404255319148937,0,0,0,0.0,1,1,0,0.6666666666666666,91581
1,0,0,0.8888888888888888,0,0,0,0.0,0,0,1,0.16666666666666663,0,1,0,0.3333333333333333,2712
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0.3333333333333333,70008
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.6666666666666666,72515
0,1,1,0.1111111111111111,1,1,0,0.19148936170212766,0,0,0,0.0,0,0,0,0.0,32605
1,0,0,1.0,0,1,1,0.36170212765957444,0,0,1,0.7499999999999998,0,0,0,0.0,18149
0,0,0,0.0,0,1,0,0.02127659574468085,1,0,0,0.9166666666666664,0,0,0,0.0,32605
1,0,0,0.7777777777777777,0,0,0,0.0,0,1,1,0.7083333333333331,0,0,0,0.0,19964
0,0,0,0.0,0,1,1,0.7659574468085106,0,1,1,0.9166666666666664,0,0,0,0.0,3480
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,1,0,1.0,142523
0,0,0,0.0,1,1,0,0.48936170212765956,0,0,0,0.0,1,0,0,0.6666666666666666,32605
1,0,0,0.6666666666666667,0,0,1,0.36170212765957444,0,0,1,0.04166666666666666,0,0,0,0.0,66542
1,0,0,0.6666666666666667,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,135820
0,0,0,0.0,0,1,1,0.44680851063829785,0,0,0,0.0,0,0,0,0.0,109918
0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0.6666666666666666,72515
0,0,0,0.0,0,1,0,0.8936170212765957,0,0,0,0.0,0,0,0,0.0,3886
1,0,0,0.6666666666666667,1,0,0,0.8723404255319149,0,0,0,0.0,0,0,0,0.0,91005
